variant,seed,split,margin,n_gold_matches,n_pred_matches,precision,recall,f1,wrong_merge_rate,fragmentation_rate,trajectory_consistency_rate,impossible_transition_rate,n_transitions,n_impossible_transitions,dangling_precision,dangling_recall,n_gold_dangling,n_pred_dangling,n_pred_identities,n_wrong_merges,scenario_id
m3_full,19521011,dev,0.0,104,8,0.875,0.0673076923076923,0.125,0.2,0.9423076923076923,0.8026666666666666,0.19733333333333333,375,74,0.2311111111111111,0.9122807017543859,57,225,25,5,sec_dev_0010
m3_full,19521011,dev,0.7,104,39,0.6666666666666666,0.25,0.36363636363636365,0.2872340425531915,1.0480769230769231,0.6944444444444444,0.3055555555555556,1656,506,0.3888888888888889,0.6140350877192983,57,90,94,27,sec_dev_0010
m3_full,19521011,dev,0.0,105,12,0.75,0.08571428571428572,0.15384615384615383,0.22580645161290322,0.9523809523809523,0.7334669338677355,0.2665330661322645,499,133,0.22065727699530516,0.8392857142857143,56,213,31,7,sec_dev_0011
m3_full,19521011,dev,0.7,105,46,0.6304347826086957,0.2761904761904762,0.3841059602649007,0.25263157894736843,0.9714285714285714,0.7306990881458967,0.2693009118541033,1645,443,0.40217391304347827,0.6607142857142857,56,92,95,24,sec_dev_0011
m3_full,19521011,test,0.0,110,7,1.0,0.06363636363636363,0.11965811965811964,0.14814814814814814,0.9545454545454546,0.839142091152815,0.16085790884718498,373,60,0.19047619047619047,0.8627450980392157,51,231,27,4,sec_test_0000
m3_full,19521011,test,0.7,110,39,0.5384615384615384,0.19090909090909092,0.28187919463087246,0.30612244897959184,1.1454545454545455,0.7009512485136742,0.2990487514863258,1682,503,0.3548387096774194,0.6470588235294118,51,93,98,30,sec_test_0000
m3_full,19521011,test,0.0,106,13,0.7692307692307693,0.09433962264150944,0.16806722689075632,0.1111111111111111,0.9245283018867925,0.7457627118644068,0.2542372881355932,413,105,0.23318385650224216,0.9454545454545454,55,223,27,3,sec_test_0001
m3_full,19521011,test,0.7,106,47,0.5957446808510638,0.2641509433962264,0.36601307189542487,0.18627450980392157,0.9716981132075472,0.7181705809641532,0.28182941903584674,1618,456,0.3368421052631579,0.5818181818181818,55,95,102,19,sec_test_0001
m3_full,19521011,test,0.0,114,9,0.6666666666666666,0.05263157894736842,0.09756097560975609,0.2413793103448276,0.9824561403508771,0.7276507276507276,0.27234927234927236,481,131,0.1875,0.8936170212765957,47,224,29,7,sec_test_0002
m3_full,19521011,test,0.7,114,33,0.5454545454545454,0.15789473684210525,0.24489795918367344,0.3333333333333333,1.131578947368421,0.6531020680453636,0.3468979319546364,1499,520,0.27350427350427353,0.6808510638297872,47,117,81,27,sec_test_0002
m3_full,19521011,test,0.0,111,6,0.6666666666666666,0.036036036036036036,0.06837606837606838,0.125,1.009009009009009,0.8179347826086957,0.18206521739130435,368,67,0.19827586206896552,0.92,50,232,32,4,sec_test_0003
m3_full,19521011,test,0.7,111,45,0.4888888888888889,0.1981981981981982,0.28205128205128205,0.3119266055045872,1.1441441441441442,0.6897870016384489,0.3102129983615511,1831,568,0.38461538461538464,0.6,50,78,109,34,sec_test_0003
m3_full,19521011,test,0.0,109,8,0.875,0.06422018348623854,0.11965811965811966,0.125,0.9541284403669725,0.7341040462427746,0.2658959537572254,346,92,0.19742489270386265,0.8846153846153846,52,233,24,3,sec_test_0004
m3_full,19521011,test,0.7,109,40,0.725,0.26605504587155965,0.38926174496644295,0.25882352941176473,0.944954128440367,0.6799999999999999,0.32,1575,504,0.3269230769230769,0.6538461538461539,52,104,85,22,sec_test_0004
m3_full,19521011,test,0.0,107,3,1.0,0.028037383177570093,0.05454545454545455,0.0,0.9906542056074766,0.8415300546448088,0.15846994535519127,183,29,0.2056451612903226,0.9444444444444444,54,248,17,0,sec_test_0005
m3_full,19521011,test,0.7,107,43,0.6046511627906976,0.24299065420560748,0.3466666666666667,0.2727272727272727,0.9719626168224299,0.7080665813060179,0.2919334186939821,1562,456,0.30097087378640774,0.5740740740740741,54,103,88,24,sec_test_0005
m3_full,19521011,test,0.0,108,0,0.0,0.0,0.0,0.15789473684210525,1.037037037037037,0.7759336099585062,0.22406639004149378,241,54,0.19753086419753085,0.9056603773584906,53,243,19,3,sec_test_0006
m3_full,19521011,test,0.7,108,31,0.41935483870967744,0.12037037037037036,0.1870503597122302,0.2736842105263158,1.25,0.7074918566775245,0.29250814332247554,1535,449,0.32075471698113206,0.6415094339622641,53,106,95,26,sec_test_0006
m3_full,19521011,test,0.0,112,12,0.5833333333333334,0.0625,0.11290322580645161,0.25,1.0178571428571428,0.6695205479452055,0.3304794520547945,584,193,0.2037914691943128,0.8775510204081632,49,211,36,9,sec_test_0007
m3_full,19521011,test,0.7,112,37,0.6486486486486487,0.21428571428571427,0.3221476510067114,0.3010752688172043,1.0625,0.6700058927519151,0.32999410724808487,1697,560,0.35106382978723405,0.673469387755102,49,94,93,28,sec_test_0007
m3_full,19521011,test,0.0,106,8,0.75,0.05660377358490566,0.10526315789473685,0.25,0.9905660377358491,0.7524271844660194,0.24757281553398058,412,102,0.21524663677130046,0.8727272727272727,55,223,28,7,sec_test_0008
m3_full,19521011,test,0.7,106,40,0.725,0.27358490566037735,0.3972602739726028,0.2708333333333333,0.9811320754716981,0.726474278544542,0.27352572145545795,1594,436,0.35714285714285715,0.6363636363636364,55,98,96,26,sec_test_0008
m3_full,19521011,test,0.0,108,5,1.0,0.046296296296296294,0.08849557522123894,0.25,0.9537037037037037,0.7171717171717171,0.2828282828282828,198,56,0.2056451612903226,0.9622641509433962,53,248,12,3,sec_test_0009
m3_full,19521011,test,0.7,108,32,0.71875,0.21296296296296297,0.3285714285714285,0.21978021978021978,1.0740740740740742,0.7456567060458652,0.2543432939541348,1439,366,0.3103448275862069,0.6792452830188679,53,116,91,20,sec_test_0009
m3_full,19521011,test,0.0,110,4,0.5,0.01818181818181818,0.03508771929824561,0.09523809523809523,0.9818181818181818,0.8473895582329317,0.15261044176706828,249,38,0.19262295081967212,0.9215686274509803,51,244,21,2,sec_test_0010
m3_full,19521011,test,0.7,110,39,0.5641025641025641,0.2,0.2953020134228188,0.25301204819277107,1.0454545454545454,0.6919973100201748,0.30800268997982516,1487,458,0.2982456140350877,0.6666666666666666,51,114,83,21,sec_test_0010
m3_full,19521011,test,0.0,98,5,0.6,0.030612244897959183,0.058252427184466014,0.14814814814814814,1.0,0.7717717717717718,0.22822822822822822,333,76,0.2556053811659193,0.9047619047619048,63,223,27,4,sec_test_0011
m3_full,19521011,test,0.7,98,36,0.6388888888888888,0.23469387755102042,0.34328358208955223,0.2717391304347826,1.0918367346938775,0.6681643132220796,0.3318356867779204,1558,517,0.39361702127659576,0.5873015873015873,63,94,92,25,sec_test_0011
m3_full,19521011,test,0.0,116,8,0.625,0.04310344827586207,0.08064516129032258,0.11764705882352941,0.9913793103448276,0.7575107296137339,0.24248927038626608,466,113,0.18061674008810572,0.9111111111111111,45,227,34,4,sec_test_0012
m3_full,19521011,test,0.7,116,50,0.7,0.3017241379310345,0.4216867469879518,0.26666666666666666,1.0086206896551724,0.7156498673740053,0.2843501326259947,1885,536,0.3333333333333333,0.5777777777777777,45,78,105,28,sec_test_0012
m3_full,19521012,dev,0.0,113,11,0.7272727272727273,0.07079646017699115,0.12903225806451613,0.17777777777777778,1.0176991150442478,0.8153846153846154,0.18461538461538463,585,108,0.1895734597156398,0.8333333333333334,48,211,45,8,sec_dev_0000
m3_full,19521012,dev,0.7,113,51,0.5882352941176471,0.26548672566371684,0.36585365853658536,0.2867647058823529,1.2566371681415929,0.7127949183303085,0.2872050816696915,2204,633,0.625,0.5208333333333334,48,40,136,39,sec_dev_0000
m3_full,19521012,dev,0.0,111,13,0.6153846153846154,0.07207207207207207,0.12903225806451613,0.15789473684210525,0.963963963963964,0.783203125,0.216796875,512,111,0.2119815668202765,0.92,50,217,38,6,sec_dev_0001
m3_full,19521012,dev,0.7,111,55,0.6181818181818182,0.3063063063063063,0.40963855421686746,0.2975206611570248,1.117117117117117,0.6966188050023159,0.3033811949976841,2159,655,0.5909090909090909,0.52,50,44,121,36,sec_dev_0001
